ID;Weekofday;max_capacity;number_of_ticket;max_capacity
4778;2;49;12.66;49
2558;1;11;10.53;11
3619;4;11;10.64;11
1548;5;49;18.25;49
2272;4;11;1.67;11
829;3;11;8.3;11
1463;3;11;2.91;11
3932;6;49;11.58;49
3123;0;11;1.73;11
4381;1;49;2.01;49
1093;4;49;4.61;49
1122;3;11;7.81;11
903;6;49;1.51;49
456;0;11;7.135;11
2536;1;49;11.95;49
3904;3;49;4.94;49
3033;5;49;4.5;49
1896;6;11;10.3;11
5587;6;49;12.045;49
2600;3;49;3.78;49
1797;6;49;2.98;49
3164;0;11;7.39;11
3595;2;49;2.83;49
2438;5;49;3.65;49
3596;4;11;10.93;11
4289;1;11;10.09;11
1065;2;11;1.83;11
5880;2;49;2.41;49
278;4;11;9.1;11
5259;5;49;1.95;49
3291;4;49;9.355;49
4064;1;49;19.105;49
1632;3;11;1.17;11
973;5;11;9.37;11
5233;4;49;9.81;49
2077;2;11;9.89;11
2540;1;11;9.1;11
546;0;11;10.41;11
1481;4;49;19.61;49
2089;5;49;3.96;49
4808;4;11;9.67;11
4707;2;11;10.1;11
3064;5;49;13.235;49
4915;2;11;1.81;11
4704;0;49;12.38;49
2299;1;11;10.595;11
4031;3;11;10.535;11
897;1;11;7.68;11
4982;6;11;3.23;11
4509;6;49;5.15;49
3981;5;49;3.915;49
5700;2;49;12.43;49
995;5;11;10.54;11
3968;5;49;3.765;49
4630;5;49;7.32;49
824;3;49;4.465;49
5245;4;11;1.1;11
1066;2;11;1.62;11
632;2;11;1.96;11
2733;1;49;11.49;49
2645;3;49;4.8;49
5842;6;49;7.04;49
5234;4;49;4.62;49
100;3;11;4.21;11
4739;0;49;9.73;49
765;1;11;7.54;11
2341;6;49;4.62;49
3718;3;11;4.07;11
4201;4;11;1.73;11
4726;0;11;10.1;11
4512;6;49;30.055;49
67;3;49;1.06;49
3231;6;49;2.78;49
4072;1;49;5.11;49
3680;5;49;9.13;49
1786;3;49;15.09;49
4961;1;49;8.01;49
1956;0;49;7.25;49
5833;3;49;1.69;49
4920;0;49;1.39;49
333;2;11;5.03;11
5647;4;49;5.665;49
2748;1;11;9.93;11
3004;5;11;10.09;11
1272;3;11;9.52;11
4494;3;11;6.9;11
6010;5;49;2.08;49
4782;5;49;30.065;49
1661;6;49;1.37;49
1890;2;49;2.85;49
2526;1;49;3.14;49
4912;2;11;4.68;11
950;1;11;1.57;11
6172;2;11;5.7;11
2283;0;49;1.82;49
6117;1;49;11.69;49
235;5;49;1.56;49
2321;1;11;3.94;11
1509;2;49;4.96;49
1763;3;49;6.58;49
1126;3;11;7.81;11
5754;5;11;1.03;11
1675;0;11;8.485;11
2853;4;49;3.79;49
1047;2;49;10.95;49
5256;5;49;25.595;49
1878;6;11;8.16;11
6220;5;49;10.19;49
2444;5;49;24.5;49
5831;3;11;1.22;11
3016;2;11;1.1;11
2528;3;11;10.35;11
376;0;49;12.0;49
2101;6;49;30.02;49
3566;2;49;5.39;49
2650;3;49;6.89;49
4840;5;11;1.45;11
5023;3;11;7.87;11
3929;4;49;14.85;49
364;1;11;5.74;11
1628;0;11;8.865;11
5255;5;11;4.17;11
5013;2;11;1.35;11
3562;2;49;34.58;49
1290;3;11;9.85;11
795;1;49;8.36;49
1976;0;11;9.94;11
6209;3;49;25.67;49
1618;0;11;7.935;11
940;5;11;1.71;11
3957;6;11;1.43;11
2980;0;11;7.29;11
437;0;11;8.48;11
2355;2;49;1.76;49
1609;6;49;24.19;49
4783;5;49;16.14;49
5556;3;49;7.14;49
3734;1;11;9.53;11
5686;0;49;4.15;49
4127;3;49;17.445;49
496;4;11;1.66;11
3457;4;49;8.67;49
2109;2;49;4.01;49
1495;3;11;8.8;11
2234;4;11;10.55;11
4148;3;49;5.32;49
5668;0;49;5.575;49
2386;2;49;3.6;49
2105;6;49;21.775;49
5371;2;49;3.71;49
4553;1;11;5.74;11
4109;2;49;23.105;49
2769;1;49;4.45;49
3520;5;11;10.45;11
5246;4;49;12.82;49
5326;1;49;4.03;49
1379;0;11;1.94;11
2307;1;11;10.815;11
4989;2;49;22.29;49
2076;2;11;9.89;11
2578;1;11;8.95;11
4511;6;49;5.15;49
936;5;49;3.55;49
5430;5;11;1.44;11
5171;2;49;1.81;49
539;0;11;5.64;11
